Lead	City	Current Category	Make	Model	Variant	Make Year	Fuel Type	Transmission Type	Mileage	Ownership	Procurement Price
24876338	Delhi	budget	Maruti Suzuki	Ciaz	Alpha 1.4 MT	2017	petrol	manual	63053	2	350000
24677856	Chandigarh	budget	Nissan	Sunny	XL	2012	petrol	manual	67083	1	137000
24827903	Pune	assured	Maruti Suzuki	Ignis	Alpha 1.2 AMT	2023	petrol	automatic	13804	1	595000
23575441	Hyderabad	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2015	petrol	manual	107622	2	260000
23521224	Hyderabad	assured	Kia	Sonet	HTX 1.0 Turbo Petrol iMT	2023	petrol	manual	16683	1	910000
23625408	Lucknow	assured	Mahindra	XUV 300	W8 (O) 1.2 Petrol	2020	petrol	manual	43697	1	515000
23635385	Pune	assured	Kia	Sonet	HTX Plus 1.0 iMT	2021	petrol	manual	41626	1	817000
23826944	Lucknow	assured	Ford	EcoSport	Trend + 1.5L Ti-VCT AT	2018	petrol	automatic	33636	1	465000
23949299	Pune	assured	Hyundai	Santro	Sportz Executive CNG	2022	cng	manual	60973	1	437000
24088017	Ahmedabad	budget	Chevrolet	Beat	LT Petrol	2016	petrol	manual	64853	2	175000
24530273	Bangalore	budget	Kia	Sonet	HTX 1.0 iMT	2021	petrol	manual	42610	1	705000
24439726	Lucknow	budget	Maruti Suzuki	Baleno	Alpha AGS	2022	petrol	automatic	91826	1	540001
24425838	Chandigarh	assured	Toyota	Urban Cruiser Hyryder	V AT NeoDrive	2023	petrol	automatic	33381	1	1179000
24417004	Hyderabad	budget	Renault	Kiger	RXT 1.0 Turbo MT Dual Tone	2021	petrol	manual	61001	2	423000
21983532	Delhi	assured	Maruti Suzuki	Swift	VXI	2016	petrol	manual	29925	1	320000
22574846	Hyderabad	assured	Tata	Tigor	XZ Plus	2022	petrol	manual	47751	1	515000
20036021	Chennai	assured	Maruti Suzuki	Baleno	Zeta AT Petrol	2017	petrol	automatic	59533	1	465000
19945032	Mumbai	assured	MG Motors	Astor	Sharp 1.5 MT	2022	petrol	manual	36543	1	750000
21821222	Kochi	budget	Renault	Kwid	RXT	2016	petrol	manual	21684	1	199000
25158149	Lucknow	assured	Renault	Kwid	RXT	2016	petrol	manual	42306	1	140000
21390122	Delhi	assured	Kia	Sonet	HTX 1.0 iMT	2021	petrol	manual	30387	1	619000
24745306	Hyderabad	budget	Maruti Suzuki	Swift	VDi	2014	diesel	manual	77857	2	305000
24984270	Delhi	budget	Maruti Suzuki	Celerio	ZXI (O) AMT	2016	petrol	automatic	106169	2	195000
24658994	Lucknow	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2013	petrol	manual	44600	1	215000
24642846	Chennai	budget	Renault	Kwid	RXL	2016	petrol	manual	72917	1	176000
24489116	Bangalore	assured	Hyundai	Elite i20	Sportz 1.2	2016	petrol	manual	84317	1	421000
24577851	Hyderabad	budget	Maruti Suzuki	Vitara Brezza	ZXi Plus AT Dual Tone	2021	petrol	automatic	95236	1	685000
24317763	Chandigarh	assured	Maruti Suzuki	Celerio	VXi AMT	2014	petrol	automatic	59601	1	198920
24362147	Bangalore	assured	Honda	City	V	2014	petrol	manual	52202	1	420000
24270394	Bangalore	assured	Maruti Suzuki	Celerio	VXi AMT	2014	petrol	automatic	40091	2	280000
24417184	Bangalore	budget	Volkswagen	Polo	Highline1.2L (P)	2014	petrol	manual	121998	1	332000
24267199	Bangalore	budget	Honda	Amaze	1.2 V MT Petrol	2021	petrol	manual	72552	1	480000
24419027	Pune	budget	Maruti Suzuki	Ertiga	ZXi	2013	petrol	manual	111203	1	410000
24534839	Pune	assured	Maruti Suzuki	Wagon R	VXI	2015	petrol	manual	49302	1	233000
23730495	Pune	assured	Maruti Suzuki	Dzire	VXi	2017	petrol	manual	27173	1	440000
24019809	Bangalore	budget	Tata	Nexon	XZA Plus Dual Tone Roof AMT Diesel	2018	diesel	automatic	98062	1	640000
24189616	Lucknow	assured	Hyundai	Santro	Magna	2021	petrol	manual	11491	1	310000
23584177	Pune	budget	Honda	Brio	S MT	2013	petrol	manual	61372	2	181000
24511534	Mumbai	assured	Tata	Altroz	XZA Plus Petrol	2022	petrol	automatic	40663	2	480000
24214279	Delhi	budget	Maruti Suzuki	Ignis	Delta 1.2 AMT	2017	petrol	automatic	40153	2	287000
24624566	Pune	assured	Maruti Suzuki	Alto K10	VXi AMT	2015	petrol	automatic	65549	1	215000
24587253	Delhi	budget	Honda	Amaze	VX 1.2 Petrol CVT	2023	petrol	automatic	23283	1	641000
23748542	Mumbai	assured	Honda	Amaze	VX 1.2 Petrol MT	2024	petrol	manual	3459	1	730000
23449564	Pune	budget	Honda	City	1.5 V MT	2011	petrol	manual	93694	3	157000
24091385	Delhi	assured	Skoda	Slavia	Style 1.5L TSI DSG	2022	petrol	automatic	23665	1	1160000
23999509	Delhi	budget	Renault	Kiger	RXZ MT	2021	petrol	manual	64130	1	392000
23558274	Pune	assured	Hyundai	Xcent	Base 1.2	2014	petrol	manual	35015	1	230000
23438233	Delhi	assured	Hyundai	Creta	S Petrol	2021	petrol	manual	30668	3	815000
23529704	Delhi	assured	Maruti Suzuki	Wagon R	ZXI Plus 1.2 AGS	2024	petrol	automatic	4672	1	573000
24017218	Delhi	assured	Honda	Amaze	1.2 VX AT i-VTEC	2016	petrol	automatic	64842	1	365000
23789594	Pune	budget	Maruti Suzuki	Swift	VXi	2016	petrol	manual	38443	1	350000
24093504	Ahmedabad	budget	Renault	Triber	RXL	2020	petrol	manual	60137	1	281000
24061246	Hyderabad	budget	Hyundai	Grand i10	Sportz 1.1 CRDi	2014	diesel	manual	144189	2	250000
24069753	Kolkata	assured	Hyundai	Xcent	S 1.2 (O)	2015	petrol	manual	53094	2	225000
25092235	Kolkata	budget	Maruti Suzuki	Alto 800	LXi	2020	petrol	manual	11216	1	222000
22066490	Coimbatore	budget	Volkswagen	Polo	Comfortline 1.2L (P)	2016	petrol	manual	54410	2	360000
22123095	Chennai	budget	Kia	Sonet	GTX Plus 1.0 iMT	2022	petrol	manual	34014	2	767000
20728200	Delhi	budget	Renault	Kwid	RXT	2016	petrol	manual	99763	2	140000
23499359	Lucknow	assured	Maruti Suzuki	Wagon R	VXI 1.0	2024	petrol	manual	16465	1	470000
23556182	Ahmedabad	assured	Tata	Harrier	XZ	2019	diesel	manual	61366	1	813000
23438255	Bangalore	budget	Tata	Nexon	XZ Plus Diesel S	2022	diesel	manual	120505	1	722000
23939520	Kolkata	budget	Skoda	Rapid	Active 1.0 TSI MT	2021	petrol	manual	53429	1	462000
23831031	Delhi	assured	Maruti Suzuki	Swift	LXi	2023	petrol	manual	22303	1	460000
24156730	Bangalore	assured	Renault	Kiger	RXZ AMT	2022	petrol	automatic	23187	2	515000
22882229	Ahmedabad	assured	Skoda	Rapid	Style AT	2021	petrol	automatic	62000	1	715000
12927262	Kolkata	assured	Kia	Seltos	HTX Plus D	2021	diesel	manual	83982	1	980000
24578294	Delhi	assured	Tata	Altroz	XZ Petrol	2020	petrol	manual	45830	1	421000
24339961	Delhi	budget	Honda	Amaze	1.2 SX i-VTEC	2015	petrol	manual	51476	2	182000
24395054	Hyderabad	assured	Renault	Kiger	RXZ AMT Dual Tone	2021	petrol	automatic	32724	2	480000
24350018	Pune	budget	Nissan	Sunny	XV	2012	petrol	manual	78975	2	141000
24527768	Bangalore	budget	Maruti Suzuki	Ciaz	ZXi	2016	petrol	manual	90392	1	424000
25114312	Bangalore	assured	Tata	Tiago	Revotron XZ	2016	petrol	manual	76679	1	316000
25095817	Kolkata	assured	Tata	Tiago	XZ Plus	2020	petrol	manual	21075	1	310000
23045464	Hyderabad	budget	Volkswagen	Virtus	GT Plus 1.5 TSI EVO DSG	2022	petrol	automatic	92152	1	1200000
21917745	Kolkata	assured	Honda	Amaze	VX CVT 1.2 Petrol	2022	petrol	automatic	21049	1	640000
25146359	Ahmedabad	assured	Hyundai	Venue	S 1.2 Petrol	2023	petrol	manual	28093	1	579000
22715888	Bangalore	assured	Kia	Seltos	GTX Plus 1.4 DCT	2021	petrol	automatic	28444	1	1260000
24770409	Delhi	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2018	petrol	manual	49365	1	301000
18834268	Mumbai	assured	Mahindra	Scorpio	S5	2021	diesel	manual	42908	1	1110000
24895545	Pune	assured	Honda	Amaze	VX CVT 1.2 Petrol	2022	petrol	automatic	24844	1	601000
24755892	Ahmedabad	budget	Hyundai	Eon	Era +	2018	petrol	manual	41700	2	223000
24696849	Pune	budget	Tata	Tiago	Revotron XZA	2017	petrol	automatic	23175	3	300000
24930287	Bangalore	assured	Maruti Suzuki	Baleno	Zeta 1.2 AT	2018	petrol	automatic	18622	1	564000
24550490	Delhi	budget	Mahindra	Thar	LX Hard Top Petrol AT 4WD	2021	petrol	automatic	62015	1	922000
24396903	Kolkata	assured	Tata	Tigor	XZ Plus	2023	petrol	manual	23432	1	475000
24393797	Bangalore	assured	Hyundai	Grand i10	Asta AT 1.2 Kappa VTVT	2015	petrol	automatic	51446	1	387000
24286461	Bangalore	assured	Hyundai	Creta	1.6 SX Plus Petrol	2017	petrol	manual	108450	2	569000
24376342	Bangalore	budget	Hyundai	Elite i20	Asta 1.2 (O)	2015	petrol	manual	83126	1	430000
24818677	Visakhapatnam	assured	Maruti Suzuki	Swift	ZXi	2023	petrol	manual	28894	1	591000
22991972	Kolkata	assured	Honda	Amaze	1.2 SX i-VTEC	2017	petrol	manual	64199	1	255000
23285424	Chennai	budget	Hyundai	Grand i10	Asta 1.2 Kappa VTVT	2013	petrol	manual	51630	2	280000
16407071	Ahmedabad	assured	Honda	Jazz	ZX CVT	2022	petrol	automatic	32922	1	710000
22173623	Mumbai	assured	Nissan	Micra	XL CVT	2018	petrol	automatic	40364	1	300000
22386095	Pune	assured	Tata	Altroz	XZA Plus Petrol Dark Edtion	2023	petrol	automatic	3208	1	715000
22779399	Hyderabad	budget	Honda	City	VX Diesel	2014	diesel	manual	114119	2	375000
22771330	Delhi	assured	Kia	Seltos	HTX 1.5	2021	petrol	manual	38108	2	885000
22596613	Hyderabad	assured	Skoda	Slavia	Style 1.0L TSI AT	2022	petrol	automatic	61240	1	1000000
22643949	Hyderabad	budget	Toyota	Etios	G	2012	petrol	manual	59173	2	207000
22688129	Delhi	assured	Honda	Amaze	1.2 S i-VTEC	2016	petrol	manual	75241	1	260000
20353965	Ahmedabad	assured	Honda	Civic	VX CVT Petrol	2019	petrol	automatic	44121	1	1026000
22156430	Hyderabad	budget	Hyundai	i20 Active	1.2 S	2015	petrol	manual	91384	1	375000
17844900	Ahmedabad	budget	Ford	EcoSport	Titanium + 1.5L Ti-VCT AT	2020	petrol	automatic	48961	2	609000
24746753	Pune	budget	Maruti Suzuki	Wagon R	VXI	2013	petrol	manual	51461	1	211000
24882862	Ahmedabad	assured	Maruti Suzuki	Baleno	Zeta	2021	petrol	manual	24489	1	420000
22877487	Mumbai	assured	Tata	Nexon	XZA Plus Premium Kaziranga Diesel	2022	diesel	automatic	66180	1	810000
19629389	Kolkata	auction	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2019	petrol	manual	21729	2	300000
19667997	Chennai	budget	Hyundai	Grand i10	Sportz 1.2 Kappa VTVT	2019	petrol	manual	109063	1	382000
23380093	Delhi	budget	Hyundai	Verna	SX (O) 1.0 Turbo DCT	2021	petrol	automatic	56626	1	878000
23753587	Hyderabad	auction	Honda	Amaze	1.5 VX i-DTEC	2015	diesel	manual	47190	1	350000
24009001	Delhi	budget	Maruti Suzuki	Grand Vitara	Delta Smart Hybrid AT	2024	petrol	automatic	45229	1	1015000
25004049	Hyderabad	budget	Volkswagen	Vento	Highline Diesel	2013	diesel	manual	116963	1	270000
14860799	Kolkata	auction	Mahindra	Scorpio	S11 2WD	2020	diesel	manual	31390	1	780000
24623496	Kochi	budget	Tata	Tiago	Revotron XTA	2017	petrol	automatic	31224	3	261000
24566748	Bangalore	assured	Maruti Suzuki	Swift	VXi AMT	2018	petrol	automatic	44949	1	470000
24207928	Delhi	budget	Maruti Suzuki	Swift	VXi AMT	2018	petrol	automatic	86611	1	345000
24589764	Hyderabad	assured	Maruti Suzuki	Swift	ZXi AMT	2020	petrol	automatic	44039	1	505000
24200847	Coimbatore	auction	Maruti Suzuki	Alto 800	LXi (O)	2017	petrol	manual	70036	1	221000
24434176	Bangalore	budget	Maruti Suzuki	Alto	LXi BS-IV	2011	petrol	manual	46174	1	133000
24366746	Jaipur	auction	Hyundai	Grand i10	Magna 1.2 Kappa VTVT	2014	petrol	manual	46181	1	195000
24620973	Kolkata	assured	Hyundai	Verna	SX 1.5 MPi	2021	petrol	manual	25393	1	680000
24554356	Bangalore	budget	Hyundai	Elite i20	Asta 1.4 CRDI (O)	2015	diesel	manual	94864	1	450000
23219784	Delhi	assured	Maruti Suzuki	Wagon R	LXI CNG	2018	cng	manual	67027	1	303000
23128167	Delhi	auction	Maruti Suzuki	Wagon R	VXI	2014	petrol	manual	37102	1	145000
22903329	Mumbai	auction	Maruti Suzuki	Swift	VXi	2011	petrol	manual	33260	1	146000
21524681	Bangalore	budget	Volkswagen	Polo	Highline1.2L (P)	2012	petrol	manual	20358	1	200000
25204178	Ahmedabad	auction	Hyundai	Grand i10	Magna 1.1 CRDi	2015	diesel	manual	168663	1	221000
21418202	Lucknow	budget	Honda	Amaze	1.2 VX i-VTEC Petrol+CNG (Outside Fitted)	2020	cng	manual	49093	1	507000
24915796	Delhi	auction	Renault	Duster	RXL Petrol	2016	petrol	manual	62872	3	171000
25060299	Delhi	budget	Ford	Figo	Titanium 1.2 Ti-VCT MT	2019	petrol	manual	53783	1	335000
24715451	Bangalore	budget	Ford	Figo	Duratec Petrol ZXI 1.2	2010	petrol	manual	53233	2	120000
24843303	Delhi	auction	Maruti Suzuki	Wagon R 1.0	VXi	2010	petrol	manual	99575	2	46000
24822569	Kolkata	assured	Hyundai	Grand i10 Nios	Sportz 1.2 Kappa VTVT	2021	petrol	manual	16154	1	411100
24937750	Chennai	auction	Hyundai	i10	Asta 1.2 Kappa2	2010	petrol	manual	82163	1	170000
24642418	Coimbatore	budget	Renault	Kwid	RXT Opt	2018	petrol	manual	114987	1	231000
24667857	Ahmedabad	auction	Maruti Suzuki	Wagon R	LXI Petrol+CNG (Outside Fitted)	2010	cng	manual	68770	1	40000
24689271	Delhi	assured	Maruti Suzuki	Ignis	Delta 1.2 AMT	2018	petrol	automatic	70984	1	305000
24831937	Bangalore	auction	Maruti Suzuki	Vitara Brezza	ZDi	2016	diesel	manual	103946	1	535000
24807035	Chennai	auction	Hyundai	Elite i20	Asta 1.2	2014	petrol	manual	74202	1	310000
24912843	Hyderabad	auction	Tata	Indigo eCS	1.2L GLX	2013	petrol	manual	106632	2	51000
23762644	Kolkata	assured	Renault	Triber	RXZ EASY-R AMT	2020	petrol	automatic	22041	1	407000
23381309	Bangalore	assured	Maruti Suzuki	XL6	Alpha AT Petrol	2023	petrol	automatic	18976	1	1190000
24142785	Pune	budget	Renault	Duster	RXZ 1.3 Turbo Petrol MT	2020	petrol	manual	80061	2	491000
23976552	Mumbai	auction	Hyundai	Creta	1.6 SX Plus Auto Petrol	2016	petrol	automatic	36230	2	600000
24493491	Pune	budget	Maruti Suzuki	Swift	ZXi	2011	petrol	manual	81001	1	206000
24254089	Delhi	assured	Maruti Suzuki	Swift Dzire	ZXI	2016	petrol	manual	73597	1	290000
24478200	Bangalore	assured	Ford	Figo	Trend 1.2 Ti-VCT	2016	petrol	manual	73936	2	270000
25168923	Pune	budget	Renault	Kwid	1.0 RXT	2016	petrol	manual	73212	3	170000
22309291	Hyderabad	budget	Maruti Suzuki	Vitara Brezza	VDi	2017	diesel	manual	93365	1	557000
20696557	Chennai	assured	Hyundai	Creta	SX OPT Turbo DCT Petrol	2021	petrol	automatic	99035	1	1075000
20382106	Lucknow	assured	Mahindra	KUV100 NXT	K2 6 STR	2018	petrol	manual	29077	1	202000
22617172	Pune	budget	MG Motors	Hector	Sharp 1.5 Petrol CVT	2022	petrol	automatic	51215	2	1061000
22709036	Delhi	auction	Hyundai	Creta	1.4 S	2016	diesel	manual	85165	1	506700
22476845	Coimbatore	assured	Mahindra	Thar	LX Convertible Petrol AT 4WD	2021	petrol	automatic	16258	1	1150000
19965160	Delhi	budget	Honda	City	V CVT	2017	petrol	automatic	76432	2	505000
22920204	Jaipur	auction	Hyundai	Elite i20	Sportz 1.2	2016	petrol	manual	53000	1	400000
22980882	Bangalore	assured	Kia	Seltos	HTX 1.5	2021	petrol	manual	55813	1	1000000
23696498	Chandigarh	auction	Toyota	Fortuner	3.0 4x2 AT	2014	diesel	automatic	129759	2	870000
23328048	Bangalore	auction	Maruti Suzuki	Swift Dzire	VXi 1.2 BS-IV	2010	petrol	manual	44593	1	210000
23468929	Bangalore	budget	Maruti Suzuki	Baleno	Alpha 1.2 AT	2017	petrol	automatic	104910	2	426000
23411515	Lucknow	assured	Mahindra	Thar	LX Hard Top Petrol AT RWD	2023	petrol	automatic	15840	1	1005000
23714544	Kolkata	auction	Maruti Suzuki	Swift Dzire	VXI	2017	petrol	manual	63246	1	264000
24166476	Pune	budget	Hyundai	Verna	SX (O) 1.6 CRDi  AT	2019	diesel	automatic	52193	2	835000
23937469	Hyderabad	assured	Mahindra	Scorpio N	Z8 L Diesel AT 4WD 7 STR	2022	diesel	automatic	35218	1	2000000
23777134	Pune	assured	Maruti Suzuki	Alto 800	VXi	2016	petrol	manual	49731	2	211000
23811772	Ahmedabad	assured	Maruti Suzuki	Grand Vitara	Zeta Smart Hybrid	2023	petrol	manual	28188	2	890000
24009072	Mumbai	auction	Tata	Tiago	Revotron XZ	2016	petrol	manual	22071	1	240000
24171026	Bangalore	budget	Honda	City	1.5 S AT	2012	petrol	automatic	93823	1	281000
24107133	Pune	budget	Honda	WR-V	SV MT Petrol	2022	petrol	manual	109336	1	548000
21092878	Delhi	assured	Honda	Amaze	1.2 S i-VTEC Opt	2018	petrol	manual	53509	1	350000
24783463	Hyderabad	budget	Hyundai	i10	Magna 1.2 Kappa2	2011	petrol	manual	35188	2	166000
25023270	Delhi	auction	Maruti Suzuki	Swift	VXi	2017	petrol	manual	147201	1	250000
24868034	Delhi	auction	Honda	CR-V	2.0L 2WD AT	2015	petrol	automatic	173333	2	352000
24641558	Delhi	auction	Toyota	Innova Crysta	2.4 V 8 STR	2019	diesel	manual	108337	1	1300000
24891646	Bangalore	budget	Renault	Kwid	RXT (O) 1.0 SCE Edition	2018	petrol	manual	115673	1	210000
24940628	Bangalore	auction	Skoda	Laura	L&K 1.9 PD AT	2009	diesel	automatic	168467	3	114000
24773115	Chennai	assured	Hyundai	Grand i10	Magna AT 1.2 Kappa VTVT	2018	petrol	automatic	49589	1	390000
24946088	Pune	auction	Maruti Suzuki	Alto 800	Lxi	2013	petrol	manual	50031	1	120000
24842000	Mumbai	assured	Skoda	Superb	L&K TSI AT	2016	petrol	automatic	64980	1	835000
24897031	Delhi	auction	Honda	Amaze	1.2 S i-VTEC	2014	petrol	manual	41314	1	200000
25119544	Ahmedabad	auction	Mahindra	XUV500	W8	2012	diesel	manual	132967	2	185000
23943139	Bangalore	assured	Ford	Figo Aspire	Titanium Plus 1.2 Ti-VCT	2021	petrol	manual	29623	1	545000
24043312	Ahmedabad	assured	Mahindra	KUV100 NXT	K6 Plus D 6 STR	2017	diesel	manual	86710	1	231500
23971265	Pune	assured	Tata	Punch	Accomplished MT	2022	petrol	manual	25402	1	566000
18226677	Bangalore	budget	Maruti Suzuki	Vitara Brezza	ZDi	2016	diesel	manual	89490	1	455000
24956033	Mumbai	budget	Maruti Suzuki	Celerio	VXi CNG	2019	cng	manual	82501	1	285000
24973274	Kolkata	auction	Maruti Suzuki	Swift	ZXi	2016	petrol	manual	54255	1	282000
24707351	Hyderabad	assured	Maruti Suzuki	Swift	ZXi Plus	2020	petrol	manual	61566	1	490000
24750776	Delhi	budget	Tata	Tiago	Revotron XZ	2016	petrol	manual	48743	1	240000
24849355	Delhi	budget	Hyundai	Santro	Magna AMT	2018	petrol	automatic	104846	1	250000
25035891	Delhi	auction	Tata	Nexon	XM Diesel	2019	diesel	manual	136649	1	362000
24926653	Mumbai	auction	Volkswagen	Jetta	Comfortline TDI	2012	diesel	manual	118372	3	181000
24902454	Bangalore	budget	Volkswagen	Polo	GT TSI	2016	petrol	automatic	108956	1	470000
25015669	Mumbai	assured	Kia	Sonet	GTX Plus 1.0 DCT	2021	petrol	automatic	40337	1	790000
24887611	Pune	budget	Maruti Suzuki	Wagon R	LXi	2012	petrol	manual	70466	1	161000
22925448	Mumbai	auction	Hyundai	Grand i10	Magna 1.2 Kappa VTVT CNG (outside fitted)	2017	cng	manual	73305	1	290000
18646609	Jaipur	budget	Skoda	Slavia	Style 1.0L TSI MT	2022	petrol	manual	94943	1	820000
17418822	Delhi	budget	Maruti Suzuki	Wagon R	VXI	2014	petrol	manual	41685	1	155000
25225207	Delhi	budget	Maruti Suzuki	Celerio	ZXi Plus AMT	2022	petrol	automatic	46873	1	347100
22046516	Jaipur	assured	Maruti Suzuki	Swift	VXi (O)	2024	petrol	manual	29589	1	638000
22326009	Delhi	assured	Maruti Suzuki	Ignis	Alpha 1.2 MT	2023	petrol	manual	10444	1	577000
24510479	Delhi	assured	Maruti Suzuki	Vitara Brezza	ZXi AT SHVS	2021	petrol	automatic	42121	1	715000
24497062	Delhi	budget	Hyundai	Xcent	S 1.2	2016	petrol	manual	73628	1	210000
24258442	Ahmedabad	luxury	Mercedes-Benz	GLE	250 d 4MATIC	2016	diesel	automatic	84753	2	1
24210749	Visakhapatnam	assured	Tata	Altroz	XZA Plus Petrol Dark Edtion	2023	petrol	automatic	29122	1	645000
24342386	Delhi	budget	Ford	EcoSport	Titanium + 1.5L Ti-VCT AT	2018	petrol	automatic	61992	1	375000
21002896	Hyderabad	budget	Maruti Suzuki	Baleno	Zeta 1.2 AT	2018	petrol	automatic	121009	1	415000
21654772	Delhi	budget	Mahindra	Thar	LX Hard Top Diesel AT 4WD	2021	diesel	automatic	111891	1	1028000
25229534	Bangalore	budget	Honda	Brio	S MT	2012	petrol	manual	70725	2	185000
21328070	Chandigarh	assured	Hyundai	Creta	SX (O) Diesel	2022	diesel	manual	38532	1	1275000
17936136	Pune	budget	Maruti Suzuki	Ertiga	ZXi	2012	petrol	manual	41045	1	392000
24850160	Coimbatore	budget	Hyundai	Venue	SX (O) 1.0 Turbo iMT	2022	petrol	manual	71515	1	730000
24748310	Bangalore	budget	Hyundai	Elite i20	Asta 1.2 (O)	2016	petrol	manual	55062	2	446000
16933456	Ahmedabad	luxury	Jeep	Compass	Limited 1.4 Petrol AT	2018	petrol	automatic	60978	2	930000
24707931	Bangalore	budget	Hyundai	i20	Magna (O) 1.2	2012	petrol	manual	57047	2	212000
24861234	Mumbai	assured	Renault	Kwid	1.0 RXL AMT	2017	petrol	automatic	27562	2	180000
24683085	Bangalore	budget	Maruti Suzuki	Swift	ZXi Plus	2018	petrol	manual	58733	2	463500
24936833	Pune	assured	Maruti Suzuki	Baleno	Alpha AGS	2022	petrol	automatic	16307	1	684000
24862001	Hyderabad	assured	Maruti Suzuki	Baleno	Alpha 1.2	2015	petrol	manual	65198	1	420000
25025685	Mumbai	assured	Mahindra	Thar	LX Hard Top Diesel AT 4WD	2022	diesel	automatic	33176	1	1225000
22382046	Lucknow	assured	Kia	Seltos	GTX Plus 1.5 Diesel AT	2022	diesel	automatic	57729	1	1295000
22751409	Mumbai	assured	Mahindra	XUV 300	1.5 W8 (O) AMT	2020	diesel	automatic	74196	1	750000
22621673	Delhi	assured	Mahindra	XUV 3XO	AX5 1.5 Diesel Autoshift Plus	2024	diesel	automatic	23220	1	1067000
15587634	Coimbatore	budget	Maruti Suzuki	S-Cross	Zeta 1.6	2015	diesel	manual	132498	1	525000
21912566	Hyderabad	assured	Mahindra	XUV700	AX5 Diesel MT 7 STR	2024	diesel	manual	14323	1	1743000
21904366	Bangalore	budget	Tata	Altroz	XZ Diesel	2020	diesel	manual	19308	1	655000
21593398	Lucknow	auction	Kia	Seltos	HTX D	2022	diesel	manual	25633	2	910000
23751012	Delhi	assured	Maruti Suzuki	XL6	Zeta MT Petrol	2023	petrol	manual	38355	1	871000
23416904	Delhi	assured	Tata	Nexon	XZA Plus AMT Petrol	2019	petrol	automatic	39784	1	490000
23811543	Delhi	budget	Mahindra	XUV 3XO	MX3 Pro 1.2 Petrol	2024	petrol	manual	28726	1	660000
24011280	Hyderabad	assured	MG Motors	Hector	Sharp 1.5 DCT Petrol	2019	petrol	automatic	46175	1	900000
23771989	Lucknow	budget	Ford	EcoSport	Titanium 1.5L TDCi	2018	diesel	manual	86389	2	425000
24078938	Lucknow	budget	Maruti Suzuki	Alto K10	VXI AMT (O)	2018	petrol	automatic	61350	1	215000
24044323	Chandigarh	assured	Maruti Suzuki	Baleno	Delta 1.2	2017	petrol	manual	51478	1	294000
24021553	Delhi	budget	Hyundai	Creta	1.6 SX AT VTVT	2018	petrol	automatic	62031	1	560000
23840369	Delhi	assured	Kia	Sonet	HTX 1.0 iMT	2021	petrol	manual	47692	1	636000
23677609	Delhi	assured	Hyundai	Aura	SX 1.2 CNG	2023	cng	manual	26557	1	630000
23591358	Hyderabad	assured	Mahindra	XUV 300	W8 1.2 Petrol	2021	petrol	manual	80706	1	635000
23402476	Hyderabad	assured	Kia	Sonet	HTX 1.0 iMT	2021	petrol	manual	37100	1	730000
23780678	Delhi	assured	Maruti Suzuki	Wagon R	LXi (O) 1.0 CNG	2021	cng	manual	46941	1	390000
24132003	Lucknow	budget	Kia	Seltos	HTX 1.5	2022	petrol	manual	18700	1	935000
23880403	Mumbai	assured	Mahindra	XUV 300	W8 (O) 1.2 Petrol	2020	petrol	manual	29869	1	617000
19756433	Bangalore	budget	Ford	EcoSport	Titanium 1.5L Ti-VCT AT	2016	petrol	automatic	128198	1	461000
22407049	Ahmedabad	budget	Mahindra	TUV300	T6	2015	diesel	manual	121428	1	342000
22417401	Chennai	assured	Honda	Amaze	VX MT 1.2 Petrol	2023	petrol	manual	33183	1	710000
17500410	Kolkata	assured	Renault	Kiger	RXT Turbo CVT	2022	petrol	automatic	10111	1	629000
22921144	Delhi	assured	Ford	EcoSport	Titanium 1.5L Ti-VCT	2018	petrol	manual	47853	1	480000
23263242	Delhi	assured	Kia	Carens	Luxury Plus 1.4 Petrol DCT 7 STR	2022	petrol	automatic	23825	1	1300000
19661318	Delhi	assured	Kia	Seltos	HTX IVT G	2019	petrol	automatic	73037	1	835000
22655738	Coimbatore	budget	Tata	Nano	CX	2013	petrol	manual	37004	2	65000
21865006	Ahmedabad	budget	Hyundai	Creta	1.6 SX AT VTVT	2018	petrol	automatic	103272	1	651000
24526535	Delhi	assured	Mahindra	Scorpio N	Z8 Petrol AT 7 STR	2024	petrol	automatic	8712	2	1500000
24475010	Pune	budget	Maruti Suzuki	Wagon R 1.0	VXi	2012	petrol	manual	132590	1	151000
24280304	Pune	budget	Honda	Amaze	1.2 S MT Petrol	2020	petrol	manual	23548	2	411000
24387136	Bangalore	assured	Hyundai	Creta	SX (O) 1.5 Petrol IVT	2021	petrol	automatic	59037	1	1115000
24563815	Delhi	assured	Volkswagen	Vento	Highline Plus 1.2 (P) AT 16 Alloy	2017	petrol	automatic	49697	1	410000
24280867	Pune	assured	Honda	City	V	2015	petrol	manual	66786	1	401000
24556422	Kolkata	assured	Honda	WR-V	VX MT Petrol	2022	petrol	manual	17357	1	605000
24393296	Lucknow	budget	Tata	Tiago	Revotron XZA	2018	petrol	automatic	60701	1	250000
24525378	Bangalore	assured	Ford	EcoSport	Trend + 1.5L TDCi	2018	diesel	manual	62828	2	575000
